Nr;Logo;artikelomschrijving;Bestelnr;artnr;barcode;eenheid;Prijs;Tekst;HART;rechtsonder;vanset;omschrijving;beeld
1;KB Home Defense;Vliegenvangers 3 vallen + 6 navullingen;13270;7033329100;8711969032699;6;6,99;Wit (diap);M90%, Y90%, K100%;2021;75;KB Vliegen Display 60*40 - V35840;202049048_KB_19.pdf
2;KB Home Defense;Vliegen- en Muggen Spray 400ml;7039;7019024100;8711969030589;6;10,95;Wit (diap);M90%, Y90%, K100%;2021;75;KB Vliegen Display 60*40 - V35840;202049048_KB_20.pdf
3;KB Home Defense;Vliegenval incl. lokstof;7043;7023029100;8711969030664;6;11,95;Wit (diap);M90%, Y90%, K100%;2021;75;KB Vliegen Display 60*40 - V35840;202049048_KB_21.pdf
4;KB Home Defense;Vliegenvangers 3 vallen + 6 navullingen;13270;7033329100;8711969032699;6;6,99;Wit (diap);M90%, Y90%, K100%;2021;75;KB Vliegen Display 60*40 - V35840;202049048_KB_22.pdf
5;KB Home Defense;Vliegen- en Muggen Spray 400ml;7039;7019024100;8711969030589;6;10,95;Wit (diap);M90%, Y90%, K100%;2021;75;KB Vliegen Display 60*40 - V35840;202049048_KB_23.pdf
6;KB Home Defense;Vliegenval incl. lokstof;7043;7023029100;8711969030664;6;11,95;Wit (diap);M90%, Y90%, K100%;2021;75;KB Vliegen Display 60*40 - V35840;202049048_KB_24.pdf
7;KB Home Defense;Vliegenvangers 3 vallen + 6 navullingen;13270;7033329100;8711969032699;6;6,99;Wit (diap);M90%, Y90%, K100%;2021;75;KB Vliegen Display 60*40 - V35840;202049048_KB_25.pdf
8;KB Home Defense;Vliegen- en Muggen Spray 400ml;7039;7019024100;8711969030589;6;10,95;Wit (diap);M90%, Y90%, K100%;2021;75;KB Vliegen Display 60*40 - V35840;202049048_KB_26.pdf
9;KB Home Defense;Vliegenval incl. lokstof;7043;7023029100;8711969030664;6;11,95;Wit (diap);M90%, Y90%, K100%;2021;75;KB Vliegen Display 60*40 - V35840;202049048_KB_27.pdf
