Nr;Logo;artikelomschrijving;Bestelnr;artnr;barcode;eenheid;Prijs;Tekst;HART;rechtsonder;vanset;omschrijving;beeld
1;KB Home Defense;Fruitvliegjesval;7041;7021027100;8711969030626;8;5,99;Wit (diap);M90%, Y90%, K100%;2021;75;KB Fruitvliegjes Display 60*40 - V35725;202049048_KB_10.pdf
2;KB Home Defense;Fruitvliegjesval;7041;7021027100;8711969030626;8;5,99;Wit (diap);M90%, Y90%, K100%;2021;75;KB Fruitvliegjes Display 60*40 - V35725;202049048_KB_11.pdf
3;KB Home Defense;Fruitvliegjesval;7041;7021027100;8711969030626;8;5,99;Wit (diap);M90%, Y90%, K100%;2021;75;KB Fruitvliegjes Display 60*40 - V35725;202049048_KB_12.pdf
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
