Nr;Logo;artikelomschrijving;Bestelnr;artnr;barcode;eenheid;Prijs;Tekst;HART;rechtsonder;vanset;omschrijving;beeld
1;Pokon (diap);Tegen Slakken korrels 225gr;2128;7077034100;8711969027657;12;5,99;Wit (diap);donker groen (PMS: 2266);2021;50;Pokon Tegen Slakken Display Prijsstickers - V35582;202049048_pokon_26.pdf
2;Pokon (diap);Tegen Slakken korrels 225gr;2128;7077034100;8711969027657;12;5,99;Wit (diap);donker groen (PMS: 2266);2021;50;Pokon Tegen Slakken Display Prijsstickers - V35582;202049048_pokon_27.pdf
3;Pokon (diap);Tegen Slakken korrels 450gr;2130;7077035100;8711969027671;12;8,99;Wit (diap);donker groen (PMS: 2266);2021;50;Pokon Tegen Slakken Display Prijsstickers - V35582;202049048_pokon_28.pdf
4;Pokon (diap);Tegen Slakken korrels 450gr;2130;7077035100;8711969027671;12;8,99;Wit (diap);donker groen (PMS: 2266);2021;50;Pokon Tegen Slakken Display Prijsstickers - V35582;202049048_pokon_29.pdf
5;Pokon (diap);Tegen Slakken korrels 900gr;2163;7077036100;8711969027695;12;12,95;Wit (diap);donker groen (PMS: 2266);2021;50;Pokon Tegen Slakken Display Prijsstickers - V35582;202049048_pokon_30.pdf
6;Pokon (diap);Tegen Slakken korrels 900gr;2163;7077036100;8711969027695;12;12,95;Wit (diap);donker groen (PMS: 2266);2021;50;Pokon Tegen Slakken Display Prijsstickers - V35582;202049048_pokon_31.pdf
