Nr;Logo;artikelomschrijving;Bestelnr;artnr;barcode;eenheid;Prijs;Tekst;HART;rechtsonder;vanset;omschrijving;beeld
1;KB Home Defense;Wespenval incl. lokstof;2743;7032029100;8711969031166;6;11,95;Wit (diap);M90%, Y90%, K100%;2021;75;KB Wespen Display 60*40 - V35839;202049048_KB_13.pdf
2;KB Home Defense;Wespen Spray 400ml;7037;7017022100;8711969030541;6;10,95;Wit (diap);M90%, Y90%, K100%;2021;75;KB Wespen Display 60*40 - V35839;202049048_KB_14.pdf
3;KB Home Defense;Wespenval incl. lokstof;2743;7032029100;8711969031166;6;11,95;Wit (diap);M90%, Y90%, K100%;2021;75;KB Wespen Display 60*40 - V35839;202049048_KB_15.pdf
4;KB Home Defense;Wespen Spray 400ml;7037;7017022100;8711969030541;6;10,95;Wit (diap);M90%, Y90%, K100%;2021;75;KB Wespen Display 60*40 - V35839;202049048_KB_16.pdf
5;KB Home Defense;Wespenval incl. lokstof;2743;7032029100;8711969031166;6;11,95;Wit (diap);M90%, Y90%, K100%;2021;75;KB Wespen Display 60*40 - V35839;202049048_KB_17.pdf
6;KB Home Defense;Wespen Spray 400ml;7037;7017022100;8711969030541;6;10,95;Wit (diap);M90%, Y90%, K100%;2021;75;KB Wespen Display 60*40 - V35839;202049048_KB_18.pdf
