Code;datum;maand;mndnr
IN008033;12-02-2021;02-2021;02
IN008034;12-02-2021;02-2021;02
IN008035;12-02-2021;02-2021;02
IN008036;12-02-2021;02-2021;02
IN008037;12-02-2021;02-2021;02
IN008038;12-02-2021;02-2021;02
IN008039;12-02-2021;02-2021;02
IN008040;12-02-2021;02-2021;02
IN008041;12-02-2021;02-2021;02
IN008042;12-02-2021;02-2021;02
IN008043;12-02-2021;02-2021;02
IN008044;12-02-2021;02-2021;02
IN008045;12-02-2021;02-2021;02
IN008046;12-02-2021;02-2021;02
IN008047;12-02-2021;02-2021;02
IN008048;12-02-2021;02-2021;02
IN008049;12-02-2021;02-2021;02
IN008050;12-02-2021;02-2021;02
IN008051;12-02-2021;02-2021;02
IN008052;12-02-2021;02-2021;02
IN008053;12-02-2021;02-2021;02
IN008054;12-02-2021;02-2021;02
IN008055;12-02-2021;02-2021;02
IN008056;12-02-2021;02-2021;02
IN008057;12-02-2021;02-2021;02
IN008058;12-02-2021;02-2021;02
IN008059;12-02-2021;02-2021;02
IN008060;12-02-2021;02-2021;02
IN008061;12-02-2021;02-2021;02
IN008062;12-02-2021;02-2021;02
IN008063;12-02-2021;02-2021;02
IN008064;12-02-2021;02-2021;02
IN008065;12-02-2021;02-2021;02
IN008066;12-02-2021;02-2021;02
IN008067;12-02-2021;02-2021;02
IN008068;12-02-2021;02-2021;02
IN008069;12-02-2021;02-2021;02
IN008070;12-02-2021;02-2021;02
IN008071;12-02-2021;02-2021;02
IN008072;12-02-2021;02-2021;02
IN008073;12-02-2021;02-2021;02
IN008074;12-02-2021;02-2021;02
IN008075;12-02-2021;02-2021;02
IN008076;12-02-2021;02-2021;02
IN008077;12-02-2021;02-2021;02
IN008078;12-02-2021;02-2021;02
IN008079;12-02-2021;02-2021;02
IN008080;12-02-2021;02-2021;02
IN008081;12-02-2021;02-2021;02
IN008082;12-02-2021;02-2021;02
IN008083;12-02-2021;02-2021;02
IN008084;12-02-2021;02-2021;02
IN008085;12-02-2021;02-2021;02
IN008086;12-02-2021;02-2021;02
IN008087;12-02-2021;02-2021;02
IN008088;12-02-2021;02-2021;02
IN008089;12-02-2021;02-2021;02
IN008090;12-02-2021;02-2021;02
IN008091;12-02-2021;02-2021;02
IN008092;12-02-2021;02-2021;02
IN008093;12-02-2021;02-2021;02
IN008094;12-02-2021;02-2021;02
IN008095;12-02-2021;02-2021;02
IN008096;12-02-2021;02-2021;02
IN008097;12-02-2021;02-2021;02
IN008098;12-02-2021;02-2021;02
IN008099;12-02-2021;02-2021;02
IN008100;12-02-2021;02-2021;02
IN008101;15-02-2021;02-2021;02
IN008102;15-02-2021;02-2021;02
IN008103;15-02-2021;02-2021;02
IN008104;15-02-2021;02-2021;02
IN008105;15-02-2021;02-2021;02
IN008106;15-02-2021;02-2021;02
IN008107;15-02-2021;02-2021;02
IN008108;15-02-2021;02-2021;02
IN008109;15-02-2021;02-2021;02
IN008110;15-02-2021;02-2021;02
IN008111;15-02-2021;02-2021;02
IN008112;15-02-2021;02-2021;02
IN008113;15-02-2021;02-2021;02
IN008114;15-02-2021;02-2021;02
IN008115;15-02-2021;02-2021;02
IN008116;15-02-2021;02-2021;02
IN008117;15-02-2021;02-2021;02
IN008118;15-02-2021;02-2021;02
IN008119;15-02-2021;02-2021;02
IN008120;15-02-2021;02-2021;02
IN008121;15-02-2021;02-2021;02
IN008122;15-02-2021;02-2021;02
IN008123;15-02-2021;02-2021;02
IN008124;15-02-2021;02-2021;02
IN008125;15-02-2021;02-2021;02
IN008126;15-02-2021;02-2021;02
IN008127;15-02-2021;02-2021;02
IN008128;15-02-2021;02-2021;02
IN008129;15-02-2021;02-2021;02
IN008130;15-02-2021;02-2021;02
IN008131;15-02-2021;02-2021;02
IN008132;15-02-2021;02-2021;02
IN008133;15-02-2021;02-2021;02
IN008134;15-02-2021;02-2021;02
IN008135;15-02-2021;02-2021;02
IN008136;15-02-2021;02-2021;02
IN008137;15-02-2021;02-2021;02
IN008138;15-02-2021;02-2021;02
IN008139;15-02-2021;02-2021;02
IN008140;15-02-2021;02-2021;02
IN008141;15-02-2021;02-2021;02
IN008142;15-02-2021;02-2021;02
IN008143;15-02-2021;02-2021;02
IN008144;15-02-2021;02-2021;02
IN008145;15-02-2021;02-2021;02
IN008146;15-02-2021;02-2021;02
IN008147;15-02-2021;02-2021;02
IN008148;15-02-2021;02-2021;02
IN008149;15-02-2021;02-2021;02
IN008150;15-02-2021;02-2021;02
IN008151;15-02-2021;02-2021;02
IN008152;15-02-2021;02-2021;02
IN008153;15-02-2021;02-2021;02
IN008154;15-02-2021;02-2021;02
IN008155;15-02-2021;02-2021;02
IN008156;15-02-2021;02-2021;02
IN008157;15-02-2021;02-2021;02
IN008158;15-02-2021;02-2021;02
IN008159;15-02-2021;02-2021;02
IN008160;15-02-2021;02-2021;02
IN008161;15-02-2021;02-2021;02
IN008162;15-02-2021;02-2021;02
IN008163;15-02-2021;02-2021;02
IN008164;15-02-2021;02-2021;02
IN008165;15-02-2021;02-2021;02
IN008166;15-02-2021;02-2021;02
IN008167;15-02-2021;02-2021;02
IN008168;15-02-2021;02-2021;02
IN008169;15-02-2021;02-2021;02
IN008170;15-02-2021;02-2021;02
IN008171;15-02-2021;02-2021;02
IN008172;15-02-2021;02-2021;02
IN008173;15-02-2021;02-2021;02
IN008174;15-02-2021;02-2021;02
IN008175;15-02-2021;02-2021;02
IN008176;15-02-2021;02-2021;02
IN008177;15-02-2021;02-2021;02
IN008178;15-02-2021;02-2021;02
IN008179;15-02-2021;02-2021;02
IN008180;15-02-2021;02-2021;02
IN008181;16-02-2021;02-2021;02
IN008182;16-02-2021;02-2021;02
IN008183;16-02-2021;02-2021;02
IN008184;16-02-2021;02-2021;02
IN008185;16-02-2021;02-2021;02
IN008186;16-02-2021;02-2021;02
IN008187;16-02-2021;02-2021;02
IN008188;16-02-2021;02-2021;02
IN008189;16-02-2021;02-2021;02
IN008190;16-02-2021;02-2021;02
IN008191;16-02-2021;02-2021;02
IN008192;16-02-2021;02-2021;02
IN008193;16-02-2021;02-2021;02
IN008194;16-02-2021;02-2021;02
IN008195;16-02-2021;02-2021;02
IN008196;16-02-2021;02-2021;02
IN008197;16-02-2021;02-2021;02
IN008198;16-02-2021;02-2021;02
IN008199;16-02-2021;02-2021;02
IN008200;16-02-2021;02-2021;02
IN008201;16-02-2021;02-2021;02
IN008202;16-02-2021;02-2021;02
IN008203;16-02-2021;02-2021;02
IN008204;16-02-2021;02-2021;02
IN008205;16-02-2021;02-2021;02
IN008206;16-02-2021;02-2021;02
IN008207;16-02-2021;02-2021;02
IN008208;16-02-2021;02-2021;02
IN008209;16-02-2021;02-2021;02
IN008210;16-02-2021;02-2021;02
IN008211;16-02-2021;02-2021;02
IN008212;16-02-2021;02-2021;02
IN008213;16-02-2021;02-2021;02
IN008214;16-02-2021;02-2021;02
IN008215;16-02-2021;02-2021;02
IN008216;16-02-2021;02-2021;02
IN008217;16-02-2021;02-2021;02
IN008218;16-02-2021;02-2021;02
IN008219;16-02-2021;02-2021;02
IN008220;16-02-2021;02-2021;02
IN008221;16-02-2021;02-2021;02
IN008222;16-02-2021;02-2021;02
IN008223;16-02-2021;02-2021;02
IN008224;16-02-2021;02-2021;02
IN008225;16-02-2021;02-2021;02
IN008226;16-02-2021;02-2021;02
IN008227;16-02-2021;02-2021;02
IN008228;16-02-2021;02-2021;02
IN008229;16-02-2021;02-2021;02
IN008230;16-02-2021;02-2021;02
IN008231;16-02-2021;02-2021;02
IN008232;16-02-2021;02-2021;02
IN008233;16-02-2021;02-2021;02
IN008234;16-02-2021;02-2021;02
IN008235;16-02-2021;02-2021;02
IN008236;16-02-2021;02-2021;02
IN008237;16-02-2021;02-2021;02
IN008238;16-02-2021;02-2021;02
IN008239;16-02-2021;02-2021;02
IN008240;16-02-2021;02-2021;02
IN008241;16-02-2021;02-2021;02
IN008242;16-02-2021;02-2021;02
IN008243;16-02-2021;02-2021;02
IN008244;16-02-2021;02-2021;02
IN008245;16-02-2021;02-2021;02
IN008246;16-02-2021;02-2021;02
IN008247;16-02-2021;02-2021;02
IN008248;16-02-2021;02-2021;02
IN008249;16-02-2021;02-2021;02
IN008250;16-02-2021;02-2021;02
IN008251;16-02-2021;02-2021;02
IN008252;16-02-2021;02-2021;02
IN008253;16-02-2021;02-2021;02
IN008254;16-02-2021;02-2021;02
IN008255;16-02-2021;02-2021;02
IN008256;16-02-2021;02-2021;02
IN008257;16-02-2021;02-2021;02
IN008258;16-02-2021;02-2021;02
IN008259;16-02-2021;02-2021;02
IN008260;16-02-2021;02-2021;02
IN008261;17-02-2021;02-2021;02
IN008262;17-02-2021;02-2021;02
IN008263;17-02-2021;02-2021;02
IN008264;17-02-2021;02-2021;02
IN008265;17-02-2021;02-2021;02
IN008266;17-02-2021;02-2021;02
IN008267;17-02-2021;02-2021;02
IN008268;17-02-2021;02-2021;02
IN008269;17-02-2021;02-2021;02
IN008270;17-02-2021;02-2021;02
IN008271;17-02-2021;02-2021;02
IN008272;17-02-2021;02-2021;02
IN008273;17-02-2021;02-2021;02
IN008274;17-02-2021;02-2021;02
IN008275;17-02-2021;02-2021;02
IN008276;17-02-2021;02-2021;02
IN008277;17-02-2021;02-2021;02
IN008278;17-02-2021;02-2021;02
IN008279;17-02-2021;02-2021;02
IN008280;17-02-2021;02-2021;02
IN008281;17-02-2021;02-2021;02
IN008282;17-02-2021;02-2021;02
IN008283;17-02-2021;02-2021;02
IN008284;17-02-2021;02-2021;02
IN008285;17-02-2021;02-2021;02
IN008286;17-02-2021;02-2021;02
IN008287;17-02-2021;02-2021;02
IN008288;17-02-2021;02-2021;02
IN008289;17-02-2021;02-2021;02
IN008290;17-02-2021;02-2021;02
IN008291;17-02-2021;02-2021;02
IN008292;17-02-2021;02-2021;02
IN008293;17-02-2021;02-2021;02
IN008294;17-02-2021;02-2021;02
IN008295;17-02-2021;02-2021;02
IN008296;17-02-2021;02-2021;02
IN008297;17-02-2021;02-2021;02
IN008298;17-02-2021;02-2021;02
IN008299;17-02-2021;02-2021;02
IN008300;17-02-2021;02-2021;02
IN008301;17-02-2021;02-2021;02
IN008302;17-02-2021;02-2021;02
IN008303;17-02-2021;02-2021;02
IN008304;17-02-2021;02-2021;02
IN008305;17-02-2021;02-2021;02
IN008306;17-02-2021;02-2021;02
IN008307;17-02-2021;02-2021;02
IN008308;17-02-2021;02-2021;02
IN008309;17-02-2021;02-2021;02
IN008310;17-02-2021;02-2021;02
IN008311;17-02-2021;02-2021;02
IN008312;17-02-2021;02-2021;02
IN008313;17-02-2021;02-2021;02
IN008314;17-02-2021;02-2021;02
IN008315;17-02-2021;02-2021;02
IN008316;17-02-2021;02-2021;02
IN008317;17-02-2021;02-2021;02
IN008318;17-02-2021;02-2021;02
IN008319;17-02-2021;02-2021;02
IN008320;17-02-2021;02-2021;02
IN008321;17-02-2021;02-2021;02
IN008322;17-02-2021;02-2021;02
IN008323;17-02-2021;02-2021;02
IN008324;17-02-2021;02-2021;02
IN008325;17-02-2021;02-2021;02
IN008326;17-02-2021;02-2021;02
IN008327;17-02-2021;02-2021;02
IN008328;17-02-2021;02-2021;02
IN008329;17-02-2021;02-2021;02
IN008330;17-02-2021;02-2021;02
IN008331;17-02-2021;02-2021;02
IN008332;17-02-2021;02-2021;02
IN008333;17-02-2021;02-2021;02
IN008334;17-02-2021;02-2021;02
IN008335;17-02-2021;02-2021;02
IN008336;17-02-2021;02-2021;02
IN008337;17-02-2021;02-2021;02
IN008338;17-02-2021;02-2021;02
IN008339;17-02-2021;02-2021;02
IN008340;17-02-2021;02-2021;02
IN008341;18-02-2021;02-2021;02
IN008342;18-02-2021;02-2021;02
IN008343;18-02-2021;02-2021;02
IN008344;18-02-2021;02-2021;02
IN008345;18-02-2021;02-2021;02
IN008346;18-02-2021;02-2021;02
IN008347;18-02-2021;02-2021;02
IN008348;18-02-2021;02-2021;02
IN008349;18-02-2021;02-2021;02
IN008350;18-02-2021;02-2021;02
IN008351;18-02-2021;02-2021;02
IN008352;18-02-2021;02-2021;02
IN008353;18-02-2021;02-2021;02
IN008354;18-02-2021;02-2021;02
IN008355;18-02-2021;02-2021;02
IN008356;18-02-2021;02-2021;02
IN008357;18-02-2021;02-2021;02
IN008358;18-02-2021;02-2021;02
IN008359;18-02-2021;02-2021;02
IN008360;18-02-2021;02-2021;02
IN008361;18-02-2021;02-2021;02
IN008362;18-02-2021;02-2021;02
IN008363;18-02-2021;02-2021;02
IN008364;18-02-2021;02-2021;02
IN008365;18-02-2021;02-2021;02
IN008366;18-02-2021;02-2021;02
IN008367;18-02-2021;02-2021;02
IN008368;18-02-2021;02-2021;02
IN008369;18-02-2021;02-2021;02
IN008370;18-02-2021;02-2021;02
IN008371;18-02-2021;02-2021;02
IN008372;18-02-2021;02-2021;02
IN008373;18-02-2021;02-2021;02
IN008374;18-02-2021;02-2021;02
IN008375;18-02-2021;02-2021;02
IN008376;18-02-2021;02-2021;02
IN008377;18-02-2021;02-2021;02
IN008378;18-02-2021;02-2021;02
IN008379;18-02-2021;02-2021;02
IN008380;18-02-2021;02-2021;02
IN008381;18-02-2021;02-2021;02
IN008382;18-02-2021;02-2021;02
IN008383;18-02-2021;02-2021;02
IN008384;18-02-2021;02-2021;02
IN008385;18-02-2021;02-2021;02
IN008386;18-02-2021;02-2021;02
IN008387;18-02-2021;02-2021;02
IN008388;18-02-2021;02-2021;02
IN008389;18-02-2021;02-2021;02
IN008390;18-02-2021;02-2021;02
IN008391;18-02-2021;02-2021;02
IN008392;18-02-2021;02-2021;02
IN008393;18-02-2021;02-2021;02
IN008394;18-02-2021;02-2021;02
IN008395;18-02-2021;02-2021;02
IN008396;18-02-2021;02-2021;02
IN008397;18-02-2021;02-2021;02
IN008398;18-02-2021;02-2021;02
IN008399;18-02-2021;02-2021;02
IN008400;18-02-2021;02-2021;02
IN008401;18-02-2021;02-2021;02
IN008402;18-02-2021;02-2021;02
IN008403;18-02-2021;02-2021;02
IN008404;18-02-2021;02-2021;02
IN008405;18-02-2021;02-2021;02
IN008406;18-02-2021;02-2021;02
IN008407;18-02-2021;02-2021;02
IN008408;18-02-2021;02-2021;02
IN008409;18-02-2021;02-2021;02
IN008410;18-02-2021;02-2021;02
IN008411;18-02-2021;02-2021;02
IN008412;18-02-2021;02-2021;02
IN008413;18-02-2021;02-2021;02
IN008414;18-02-2021;02-2021;02
IN008415;18-02-2021;02-2021;02
IN008416;18-02-2021;02-2021;02
IN008417;18-02-2021;02-2021;02
IN008418;18-02-2021;02-2021;02
IN008419;18-02-2021;02-2021;02
IN008420;18-02-2021;02-2021;02
IN008421;19-02-2021;02-2021;02
IN008422;19-02-2021;02-2021;02
IN008423;19-02-2021;02-2021;02
IN008424;19-02-2021;02-2021;02
IN008425;19-02-2021;02-2021;02
IN008426;19-02-2021;02-2021;02
IN008427;19-02-2021;02-2021;02
IN008428;19-02-2021;02-2021;02
IN008429;19-02-2021;02-2021;02
IN008430;19-02-2021;02-2021;02
IN008431;19-02-2021;02-2021;02
IN008432;19-02-2021;02-2021;02
IN008433;19-02-2021;02-2021;02
IN008434;19-02-2021;02-2021;02
IN008435;19-02-2021;02-2021;02
IN008436;19-02-2021;02-2021;02
IN008437;19-02-2021;02-2021;02
IN008438;19-02-2021;02-2021;02
IN008439;19-02-2021;02-2021;02
IN008440;19-02-2021;02-2021;02
IN008441;19-02-2021;02-2021;02
IN008442;19-02-2021;02-2021;02
IN008443;19-02-2021;02-2021;02
IN008444;19-02-2021;02-2021;02
IN008445;19-02-2021;02-2021;02
IN008446;19-02-2021;02-2021;02
IN008447;19-02-2021;02-2021;02
IN008448;19-02-2021;02-2021;02
IN008449;19-02-2021;02-2021;02
IN008450;19-02-2021;02-2021;02
IN008451;19-02-2021;02-2021;02
IN008452;19-02-2021;02-2021;02
IN008453;19-02-2021;02-2021;02
IN008454;19-02-2021;02-2021;02
IN008455;19-02-2021;02-2021;02
IN008456;19-02-2021;02-2021;02
IN008457;19-02-2021;02-2021;02
IN008458;19-02-2021;02-2021;02
IN008459;19-02-2021;02-2021;02
IN008460;19-02-2021;02-2021;02
IN008461;19-02-2021;02-2021;02
IN008462;19-02-2021;02-2021;02
IN008463;19-02-2021;02-2021;02
IN008464;19-02-2021;02-2021;02
IN008465;19-02-2021;02-2021;02
IN008466;19-02-2021;02-2021;02
IN008467;19-02-2021;02-2021;02
IN008468;19-02-2021;02-2021;02
IN008469;19-02-2021;02-2021;02
IN008470;19-02-2021;02-2021;02
IN008471;19-02-2021;02-2021;02
IN008472;19-02-2021;02-2021;02
IN008473;19-02-2021;02-2021;02
IN008474;19-02-2021;02-2021;02
IN008475;19-02-2021;02-2021;02
IN008476;19-02-2021;02-2021;02
IN008477;19-02-2021;02-2021;02
IN008478;19-02-2021;02-2021;02
IN008479;19-02-2021;02-2021;02
IN008480;19-02-2021;02-2021;02
IN008481;19-02-2021;02-2021;02
IN008482;19-02-2021;02-2021;02
IN008483;19-02-2021;02-2021;02
IN008484;19-02-2021;02-2021;02
IN008485;19-02-2021;02-2021;02
IN008486;19-02-2021;02-2021;02
IN008487;19-02-2021;02-2021;02
IN008488;19-02-2021;02-2021;02
IN008489;19-02-2021;02-2021;02
IN008490;19-02-2021;02-2021;02
IN008491;19-02-2021;02-2021;02
IN008492;19-02-2021;02-2021;02
IN008493;19-02-2021;02-2021;02
IN008494;19-02-2021;02-2021;02
IN008495;19-02-2021;02-2021;02
IN008496;19-02-2021;02-2021;02
IN008497;19-02-2021;02-2021;02
IN008498;19-02-2021;02-2021;02
IN008499;19-02-2021;02-2021;02
IN008500;19-02-2021;02-2021;02
IN008501;22-02-2021;02-2021;02
IN008502;22-02-2021;02-2021;02
IN008503;22-02-2021;02-2021;02
IN008504;22-02-2021;02-2021;02
IN008505;22-02-2021;02-2021;02
IN008506;22-02-2021;02-2021;02
IN008507;22-02-2021;02-2021;02
IN008508;22-02-2021;02-2021;02
IN008509;22-02-2021;02-2021;02
IN008510;22-02-2021;02-2021;02
IN008511;22-02-2021;02-2021;02
IN008512;22-02-2021;02-2021;02
IN008513;22-02-2021;02-2021;02
IN008514;22-02-2021;02-2021;02
IN008515;22-02-2021;02-2021;02
IN008516;22-02-2021;02-2021;02
IN008517;22-02-2021;02-2021;02
IN008518;22-02-2021;02-2021;02
IN008519;22-02-2021;02-2021;02
IN008520;22-02-2021;02-2021;02
IN008521;22-02-2021;02-2021;02
IN008522;22-02-2021;02-2021;02
IN008523;22-02-2021;02-2021;02
IN008524;22-02-2021;02-2021;02
IN008525;22-02-2021;02-2021;02
IN008526;22-02-2021;02-2021;02
IN008527;22-02-2021;02-2021;02
IN008528;22-02-2021;02-2021;02
IN008529;22-02-2021;02-2021;02
IN008530;22-02-2021;02-2021;02
IN008531;22-02-2021;02-2021;02
IN008532;22-02-2021;02-2021;02
IN008533;22-02-2021;02-2021;02
IN008534;22-02-2021;02-2021;02
IN008535;22-02-2021;02-2021;02
IN008536;22-02-2021;02-2021;02
IN008537;22-02-2021;02-2021;02
IN008538;22-02-2021;02-2021;02
IN008539;22-02-2021;02-2021;02
IN008540;22-02-2021;02-2021;02
IN008541;22-02-2021;02-2021;02
IN008542;22-02-2021;02-2021;02
IN008543;22-02-2021;02-2021;02
IN008544;22-02-2021;02-2021;02
IN008545;22-02-2021;02-2021;02
IN008546;22-02-2021;02-2021;02
IN008547;22-02-2021;02-2021;02
IN008548;22-02-2021;02-2021;02
IN008549;22-02-2021;02-2021;02
IN008550;22-02-2021;02-2021;02
IN008551;22-02-2021;02-2021;02
IN008552;22-02-2021;02-2021;02
IN008553;22-02-2021;02-2021;02
IN008554;22-02-2021;02-2021;02
IN008555;22-02-2021;02-2021;02
IN008556;22-02-2021;02-2021;02
IN008557;22-02-2021;02-2021;02
IN008558;22-02-2021;02-2021;02
IN008559;22-02-2021;02-2021;02
IN008560;22-02-2021;02-2021;02
IN008561;22-02-2021;02-2021;02
IN008562;22-02-2021;02-2021;02
IN008563;22-02-2021;02-2021;02
IN008564;22-02-2021;02-2021;02
IN008565;22-02-2021;02-2021;02
IN008566;22-02-2021;02-2021;02
IN008567;22-02-2021;02-2021;02
IN008568;22-02-2021;02-2021;02
IN008569;22-02-2021;02-2021;02
IN008570;22-02-2021;02-2021;02
IN008571;22-02-2021;02-2021;02
IN008572;22-02-2021;02-2021;02
IN008573;22-02-2021;02-2021;02
IN008574;22-02-2021;02-2021;02
IN008575;22-02-2021;02-2021;02
IN008576;22-02-2021;02-2021;02
IN008577;22-02-2021;02-2021;02
IN008578;22-02-2021;02-2021;02
IN008579;22-02-2021;02-2021;02
IN008580;22-02-2021;02-2021;02
IN008581;23-02-2021;02-2021;02
IN008582;23-02-2021;02-2021;02
IN008583;23-02-2021;02-2021;02
IN008584;23-02-2021;02-2021;02
IN008585;23-02-2021;02-2021;02
IN008586;23-02-2021;02-2021;02
IN008587;23-02-2021;02-2021;02
IN008588;23-02-2021;02-2021;02
IN008589;23-02-2021;02-2021;02
IN008590;23-02-2021;02-2021;02
IN008591;23-02-2021;02-2021;02
IN008592;23-02-2021;02-2021;02
IN008593;23-02-2021;02-2021;02
IN008594;23-02-2021;02-2021;02
IN008595;23-02-2021;02-2021;02
IN008596;23-02-2021;02-2021;02
IN008597;23-02-2021;02-2021;02
IN008598;23-02-2021;02-2021;02
IN008599;23-02-2021;02-2021;02
IN008600;23-02-2021;02-2021;02
IN008601;23-02-2021;02-2021;02
IN008602;23-02-2021;02-2021;02
IN008603;23-02-2021;02-2021;02
IN008604;23-02-2021;02-2021;02
IN008605;23-02-2021;02-2021;02
IN008606;23-02-2021;02-2021;02
IN008607;23-02-2021;02-2021;02
IN008608;23-02-2021;02-2021;02
IN008609;23-02-2021;02-2021;02
IN008610;23-02-2021;02-2021;02
IN008611;23-02-2021;02-2021;02
IN008612;23-02-2021;02-2021;02
IN008613;23-02-2021;02-2021;02
IN008614;23-02-2021;02-2021;02
IN008615;23-02-2021;02-2021;02
IN008616;23-02-2021;02-2021;02
IN008617;23-02-2021;02-2021;02
IN008618;23-02-2021;02-2021;02
IN008619;23-02-2021;02-2021;02
IN008620;23-02-2021;02-2021;02
IN008621;23-02-2021;02-2021;02
IN008622;23-02-2021;02-2021;02
IN008623;23-02-2021;02-2021;02
IN008624;23-02-2021;02-2021;02
IN008625;23-02-2021;02-2021;02
IN008626;23-02-2021;02-2021;02
IN008627;23-02-2021;02-2021;02
IN008628;23-02-2021;02-2021;02
IN008629;23-02-2021;02-2021;02
IN008630;23-02-2021;02-2021;02
IN008631;23-02-2021;02-2021;02
IN008632;23-02-2021;02-2021;02
IN008633;23-02-2021;02-2021;02
IN008634;23-02-2021;02-2021;02
IN008635;23-02-2021;02-2021;02
IN008636;23-02-2021;02-2021;02
IN008637;23-02-2021;02-2021;02
IN008638;23-02-2021;02-2021;02
IN008639;23-02-2021;02-2021;02
IN008640;23-02-2021;02-2021;02
IN008641;23-02-2021;02-2021;02
IN008642;23-02-2021;02-2021;02
IN008643;23-02-2021;02-2021;02
IN008644;23-02-2021;02-2021;02
IN008645;23-02-2021;02-2021;02
IN008646;23-02-2021;02-2021;02
IN008647;23-02-2021;02-2021;02
IN008648;23-02-2021;02-2021;02
IN008649;23-02-2021;02-2021;02
IN008650;23-02-2021;02-2021;02
IN008651;23-02-2021;02-2021;02
IN008652;23-02-2021;02-2021;02
IN008653;23-02-2021;02-2021;02
IN008654;23-02-2021;02-2021;02
IN008655;23-02-2021;02-2021;02
IN008656;23-02-2021;02-2021;02
IN008657;23-02-2021;02-2021;02
IN008658;23-02-2021;02-2021;02
IN008659;23-02-2021;02-2021;02
IN008660;23-02-2021;02-2021;02
IN008661;24-02-2021;02-2021;02
IN008662;24-02-2021;02-2021;02
IN008663;24-02-2021;02-2021;02
IN008664;24-02-2021;02-2021;02
IN008665;24-02-2021;02-2021;02
IN008666;24-02-2021;02-2021;02
IN008667;24-02-2021;02-2021;02
IN008668;24-02-2021;02-2021;02
IN008669;24-02-2021;02-2021;02
IN008670;24-02-2021;02-2021;02
IN008671;24-02-2021;02-2021;02
IN008672;24-02-2021;02-2021;02
IN008673;24-02-2021;02-2021;02
IN008674;24-02-2021;02-2021;02
IN008675;24-02-2021;02-2021;02
IN008676;24-02-2021;02-2021;02
IN008677;24-02-2021;02-2021;02
IN008678;24-02-2021;02-2021;02
IN008679;24-02-2021;02-2021;02
IN008680;24-02-2021;02-2021;02
IN008681;24-02-2021;02-2021;02
IN008682;24-02-2021;02-2021;02
IN008683;24-02-2021;02-2021;02
IN008684;24-02-2021;02-2021;02
IN008685;24-02-2021;02-2021;02
IN008686;24-02-2021;02-2021;02
IN008687;24-02-2021;02-2021;02
IN008688;24-02-2021;02-2021;02
IN008689;24-02-2021;02-2021;02
IN008690;24-02-2021;02-2021;02
IN008691;24-02-2021;02-2021;02
IN008692;24-02-2021;02-2021;02
IN008693;24-02-2021;02-2021;02
IN008694;24-02-2021;02-2021;02
IN008695;24-02-2021;02-2021;02
IN008696;24-02-2021;02-2021;02
IN008697;24-02-2021;02-2021;02
IN008698;24-02-2021;02-2021;02
IN008699;24-02-2021;02-2021;02
IN008700;24-02-2021;02-2021;02
IN008701;24-02-2021;02-2021;02
IN008702;24-02-2021;02-2021;02
IN008703;24-02-2021;02-2021;02
IN008704;24-02-2021;02-2021;02
IN008705;24-02-2021;02-2021;02
IN008706;24-02-2021;02-2021;02
IN008707;24-02-2021;02-2021;02
IN008708;24-02-2021;02-2021;02
IN008709;24-02-2021;02-2021;02
IN008710;24-02-2021;02-2021;02
IN008711;24-02-2021;02-2021;02
IN008712;24-02-2021;02-2021;02
IN008713;24-02-2021;02-2021;02
IN008714;24-02-2021;02-2021;02
IN008715;24-02-2021;02-2021;02
IN008716;24-02-2021;02-2021;02
IN008717;24-02-2021;02-2021;02
IN008718;24-02-2021;02-2021;02
IN008719;24-02-2021;02-2021;02
IN008720;24-02-2021;02-2021;02
IN008721;24-02-2021;02-2021;02
IN008722;24-02-2021;02-2021;02
IN008723;24-02-2021;02-2021;02
IN008724;24-02-2021;02-2021;02
IN008725;24-02-2021;02-2021;02
IN008726;24-02-2021;02-2021;02
IN008727;24-02-2021;02-2021;02
IN008728;24-02-2021;02-2021;02
IN008729;24-02-2021;02-2021;02
IN008730;24-02-2021;02-2021;02
IN008731;24-02-2021;02-2021;02
IN008732;24-02-2021;02-2021;02
IN008733;24-02-2021;02-2021;02
IN008734;24-02-2021;02-2021;02
IN008735;24-02-2021;02-2021;02
IN008736;24-02-2021;02-2021;02
IN008737;24-02-2021;02-2021;02
IN008738;24-02-2021;02-2021;02
IN008739;24-02-2021;02-2021;02
IN008740;24-02-2021;02-2021;02
IN008741;25-02-2021;02-2021;02
IN008742;25-02-2021;02-2021;02
IN008743;25-02-2021;02-2021;02
IN008744;25-02-2021;02-2021;02
IN008745;25-02-2021;02-2021;02
IN008746;25-02-2021;02-2021;02
IN008747;25-02-2021;02-2021;02
IN008748;25-02-2021;02-2021;02
IN008749;25-02-2021;02-2021;02
IN008750;25-02-2021;02-2021;02
IN008751;25-02-2021;02-2021;02
