CodePL;QRMaat5;Fabricname;CategoryGroupPL;Description;yarncount;EasyCareRating;PC;K1;K2;K3;pdf;FABRIK1;r2;r3;r4;r5;r6
SH00049;FR_EAAAANhVE7Z1fAA7sLdiaaIYYPBq9eTHrarcPPdcvKio3qA0;Pin Point;Oxford & Other;CO-190gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;PIN POINT;OXFORD & OTHER;CO-190GR;SINGLE;EASY CARE 3;PC05
SH00050;FR_EAAAAOuFpc284yTIJYVimuyK8bADIhL0LC8EsKl9gfvU4CG1;Pin Point;Oxford & Other;CO-190gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;PIN POINT;OXFORD & OTHER;CO-190GR;SINGLE;EASY CARE 3;PC05
SH00051;FR_EAAAAIKgJb1JnB0Gh58aaAjggyvNSH7cTx5vI2MXrYv296hs;Pin Point;Oxford & Other;CO-190gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;PIN POINT;OXFORD & OTHER;CO-190GR;SINGLE;EASY CARE 3;PC05
SH00052;FR_EAAAAPAu/kZjXIun4aISMKb3fg8fl1HPcB71YOEUu0cjqrIN;Oxford;Oxford & Other;CO-160gr;Single;Easy Care 4;PC05;icoon2708U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;OXFORD;OXFORD & OTHER;CO-160GR;SINGLE;EASY CARE 4;PC05
SH00053;FR_EAAAALs2ZXlQh54F4xDnTcUcSziofp6FAuJAxs5v4gVtTYyy;Oxford;Oxford & Other;CO-160gr;Single;Easy Care 4;PC05;icoon2708U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;OXFORD;OXFORD & OTHER;CO-160GR;SINGLE;EASY CARE 4;PC05
SH00054;FR_EAAAAMc1U6zyZKd8142kkhQcuJGe9x2ADlwZ7ydh5zMi2HGa;Royal Oxford;Oxford & Other;CO-170gr;Single;Easy Care 4;PC05;icoon2708U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;ROYAL OXFORD;OXFORD & OTHER;CO-170GR;SINGLE;EASY CARE 4;PC05
SH00055;FR_EAAAAKLCgu0v8g2lBUCuTaOJFfDFE10GRb4Up4d37/frPmLB;Royal Oxford;Oxford & Other;CO-160gr;Single;Easy Care 4;PC05;icoon2708U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;ROYAL OXFORD;OXFORD & OTHER;CO-160GR;SINGLE;EASY CARE 4;PC05
SH00056;FR_EAAAAFmhGd0ro6QLvPUZNP8En/sbLT0F0JOxG2qU5peCiy9M;Royal Oxford;Oxford & Other;CO-190gr;Single;Easy Care 4;PC05;icoon2708U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;ROYAL OXFORD;OXFORD & OTHER;CO-190GR;SINGLE;EASY CARE 4;PC05
SH00057;FR_EAAAAGpc6Kez0yL/2BcNTLCXRVBkMI9gy7xgPLUc8RxXWCaG;Royal Oxford;Oxford & Other;CO-190gr;Single;Easy Care 4;PC05;icoon2708U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;ROYAL OXFORD;OXFORD & OTHER;CO-190GR;SINGLE;EASY CARE 4;PC05
SH00058;FR_EAAAAOW+XKAPWUrVjoAWVk6PnYni6c5pXNNOyLW64XFSmUuU;Royal Oxford;Oxford & Other;CO-190gr;Single;Easy Care 4;PC05;icoon2708U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;ROYAL OXFORD;OXFORD & OTHER;CO-190GR;SINGLE;EASY CARE 4;PC05
SH00059;FR_EAAAAFJJPZqw13M/MvFJveTL4oKIW9fdpD4la5laIoTCb+ko;Dobby;Oxford & Other;CO-170gr;Single;Easy Care 4;PC05;icoon2708U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;DOBBY;OXFORD & OTHER;CO-170GR;SINGLE;EASY CARE 4;PC05
SH00060;FR_EAAAAHFudKpokO1LHG8TBqwQ2XU3dLj2wlQCS09eJR4xfSYa;Dobby;Oxford & Other;CO-160gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;DOBBY;OXFORD & OTHER;CO-160GR;SINGLE;EASY CARE 3;PC05
SH00061;FR_EAAAAC0qrK7dTvlN1jY5uwLgSmfabmXVme23uI2OfV48RbER;Dobby;Oxford & Other;CO-190gr;Single;Easy Care 4;PC05;icoon2708U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;DOBBY;OXFORD & OTHER;CO-190GR;SINGLE;EASY CARE 4;PC05
SH00062;FR_EAAAAPul9zQLDdkhtOPXjMwWQ0iXW7jKcaMsSiy9YDh9sezD;Fil-a-Fil;Oxford & Other;CO-160gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;FIL-A-FIL;OXFORD & OTHER;CO-160GR;SINGLE;EASY CARE 3;PC05
SH00063;FR_EAAAADEfyUqqMf7Cy7emAD9H0dPtRKHiK/UvDA5m+qGBn1Ru;Fil-a-Fil;Oxford & Other;CO-160gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;FIL-A-FIL;OXFORD & OTHER;CO-160GR;SINGLE;EASY CARE 3;PC05
SH00064;FR_EAAAAHL+9fvBivuFR0ViUhhkDf2cxFB5RFkesYb0gL+Hon41;Fil-a-Fil;Oxford & Other;CO-160gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;FIL-A-FIL;OXFORD & OTHER;CO-160GR;SINGLE;EASY CARE 3;PC05
SH00065;FR_EAAAAI/bszl/FWi2hHCynp3soX9/2SR92vzw3VNRy+X4348U;Fil-a-Fil;Oxford & Other;CO-160gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;FIL-A-FIL;OXFORD & OTHER;CO-160GR;SINGLE;EASY CARE 3;PC05
SH00066;FR_EAAAAP9A02njyPxRFD3d7lqiHBtZqZVOFNEj6L6/XgIDNjnE;Dobby;Oxford & Other;CO-170gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;DOBBY;OXFORD & OTHER;CO-170GR;SINGLE;EASY CARE 3;PC05
SH00067;FR_EAAAABiA+l3eioHS6I8HfqOQguNay6xH80bq4U4BD0sRo/Xi;Dobby;Oxford & Other;CO-170gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;DOBBY;OXFORD & OTHER;CO-170GR;SINGLE;EASY CARE 3;PC05
SH00068;FR_EAAAAN2om/XmDxT1goOgQJL1YEYKGTmOu/Wxub2JPmKKAWeU;Dobby;Oxford & Other;CO-170gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;DOBBY;OXFORD & OTHER;CO-170GR;SINGLE;EASY CARE 3;PC05
SH00069;FR_EAAAAPR22Q5NJztpiNRyY4/labMFLA9L0VupZtq1EeJibGxi;Poplin;Poplin;CO-160gr;Single;Easy Care 4;PC05;icoon2708U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN;POPLIN;CO-160GR;SINGLE;EASY CARE 4;PC05
SH00070;FR_EAAAABxGOxFHujKHhsBTyQXk986ebiVsykvb1pO/lLcMEs95;Poplin;Poplin;CO-160gr;Single;Easy Care 4;PC05;icoon2708U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN;POPLIN;CO-160GR;SINGLE;EASY CARE 4;PC05
SH00071;FR_EAAAALja/0ryVLBu4lYZDgEfj1O7Gl5WoeI5OaljFZaqCMOv;Poplin;Poplin;CO-160gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN;POPLIN;CO-160GR;SINGLE;EASY CARE 3;PC05
SH00072;FR_EAAAAPPu6ZlO7jQrQVCo4OKFa9W/9c956roe3onAKwYldbTk;Poplin;Poplin;CO-160gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN;POPLIN;CO-160GR;SINGLE;EASY CARE 3;PC05
SH00073;FR_EAAAAChpv3akGnjzFiFlvzvL9LcZknqjXS/3XRBaH8ehmefQ;Poplin Stripe;Poplin;CO-150gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN STRIPE;POPLIN;CO-150GR;SINGLE;EASY CARE 3;PC05
SH00074;FR_EAAAAIgbEL2hr1DyszyjP1rxEwl0F4vmmp3Zy+N6xcaBu+y8;Poplin Stripe;Poplin;CO-150gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN STRIPE;POPLIN;CO-150GR;SINGLE;EASY CARE 3;PC05
SH00075;FR_EAAAAN7CdOpNesXJc2nRYRwmOJw0h3Jma4Vq8MRzc+guS0gR;Poplin Stripe;Poplin;CO-155gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN STRIPE;POPLIN;CO-155GR;SINGLE;EASY CARE 3;PC05
SH00076;FR_EAAAAKVRkpM1Our9SG8iwCwiXslTBaUBdYFweh0LTQtxnsWy;Poplin Stripe;Poplin;CO-155gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN STRIPE;POPLIN;CO-155GR;SINGLE;EASY CARE 3;PC05
SH00077;FR_EAAAAHjCOKviXu1c6U+7Qe/YA1JsIq49nGs2RN9ec1zWYPsH;Poplin Stripe;Poplin;CO-165gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN STRIPE;POPLIN;CO-165GR;SINGLE;EASY CARE 3;PC05
SH00078;FR_EAAAAGjlj2So8aqxLf0AhBIsy1g0OhptZ3y/lQcDJrcdY04G;Poplin Stripe;Poplin;CO-165gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN STRIPE;POPLIN;CO-165GR;SINGLE;EASY CARE 3;PC05
SH00079;FR_EAAAANVZ/pA/cqn83OSuLB0lm3P46unG2AFMn47JY+jeXq8z;Poplin Stripe;Poplin;CO-150gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN STRIPE;POPLIN;CO-150GR;SINGLE;EASY CARE 3;PC05
SH00080;FR_EAAAAMWt6N5USdiBMjjzvcWVOEypspFtegjPLdvz3rp/c/Bw;Poplin Stripe;Poplin;CO-150gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN STRIPE;POPLIN;CO-150GR;SINGLE;EASY CARE 3;PC05
SH00081;FR_EAAAALjzyxiUGRUlRk3Jfs3/A8XXtQ2rcgmZfqHYNdxlCfvy;Poplin Houndstooth;Poplin;CO-150gr;Single;Easy Care 4;PC05;icoon2708U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN HOUNDSTOOTH;POPLIN;CO-150GR;SINGLE;EASY CARE 4;PC05
SH00082;FR_EAAAAJAgAaHSw73x8l6rnuWYt4AMiPrD0P7zkjn9B8raUapd;Poplin Vichy Check;Poplin;CO-155gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN VICHY CHECK;POPLIN;CO-155GR;SINGLE;EASY CARE 3;PC05
SH00083;FR_EAAAAHPGbwKic2FBRTArhHcIVOq/oZkrM97JfCU64cupa+l3;Poplin Vichy Check;Poplin;CO-155gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN VICHY CHECK;POPLIN;CO-155GR;SINGLE;EASY CARE 3;PC05
SH00084;FR_EAAAACR7xL5uaQ69SuxBOzdqWgrNc7F27uCLJMa/1MlQ2QFR;Poplin Stripe;Poplin;CO-150gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN STRIPE;POPLIN;CO-150GR;SINGLE;EASY CARE 3;PC05
SH00085;FR_EAAAAKMILRySsdkhdVZIt+d/gFYK5+Y7iYxtyfHuloGR/cDX;Poplin Stripe;Poplin;CO-150gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN STRIPE;POPLIN;CO-150GR;SINGLE;EASY CARE 3;PC05
SH00086;FR_EAAAAC8uwsVUZmxvYw78txdGWEKuecrSGbcZ82uHVIgBkmuB;Poplin Check;Poplin;CO-150gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN CHECK;POPLIN;CO-150GR;SINGLE;EASY CARE 3;PC05
SH00087;FR_EAAAAETw00chhrRCwZ5yRv2DnGkgNpev6+d9LpfqZS5b5QIJ;Poplin Check;Poplin;CO-150gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN CHECK;POPLIN;CO-150GR;SINGLE;EASY CARE 3;PC05
SH00088;FR_EAAAAMIX9nvjPgkQYchiMnwfrj2fw7hrKh5/ft1bg0gi7Gsw;Poplin Print;Poplin;CO-140gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN PRINT;POPLIN;CO-140GR;SINGLE;EASY CARE 3;PC05
SH00089;FR_EAAAAG9LrXePUNbEpamEuT9k1xCb5qjU07v50Mg4v4nSghMU;Poplin Print;Poplin;CO-140gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN PRINT;POPLIN;CO-140GR;SINGLE;EASY CARE 3;PC05
SH00090;FR_EAAAABworQ7yvdWhpoILSJVG8inaNAQJSHCgcgBl7+UXgLHw;Poplin Print;Poplin;CO-140gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN PRINT;POPLIN;CO-140GR;SINGLE;EASY CARE 3;PC05
SH00091;FR_EAAAAMH7u8odn1G+ojIfIFCrr3BEV35keEln/VPTflhc0i1Y;Poplin Print;Poplin;CO-140gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN PRINT;POPLIN;CO-140GR;SINGLE;EASY CARE 3;PC05
SHS0000;FR_EAAAAElDk0/DPX0xnk5I38wkkO+8RZLIALWd0lJluOcK9ajY;Poplin Stripe;Poplin;CO-150gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN STRIPE;POPLIN;CO-150GR;SINGLE;EASY CARE 3;PC05
SHS0001;FR_EAAAANP/oxRU7PaOzOZSN744I0Vt2RQF8U8M0xTBh68lIqrg;Poplin Stripe;Poplin;CO-150gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN STRIPE;POPLIN;CO-150GR;SINGLE;EASY CARE 3;PC05
SHS0002;FR_EAAAADbaPJg7uHlEHl1yr27dWrIXtBSp4EzLAEsconDis9cQ;Poplin Stripe;Poplin;CO-150gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;POPLIN STRIPE;POPLIN;CO-150GR;SINGLE;EASY CARE 3;PC05
''''';.;;;;;;;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;stans.pdf;;;;;;
''''';.;;;;;;;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;stans.pdf;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
SH00037;FR_EAAAAJ+BWJRo5ypZmCN8phWSPIkVdPwu507lAH5B1tdAo/oe;Stretch Fine Twill;Stretch;CO/EA-170gr;Single;Easy Care 3;PC05;icoon7551U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;STRETCH FINE TWILL;STRETCH;CO/EA-170GR;SINGLE;EASY CARE 3;PC05
SH00038;FR_EAAAAPXMAFEfT61AhX7NlSd7hKD4Wnohtqb50EDBtRnpD03l;Stretch Fine Twill;Stretch;CO/EA-170gr;Single;Easy Care 3;PC05;icoon7551U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;STRETCH FINE TWILL;STRETCH;CO/EA-170GR;SINGLE;EASY CARE 3;PC05
SH00039;FR_EAAAACr3pydM0wK7AGeh7O9p9kdw4bpcuuHkNX4ylQUirJlR;Stretch Fine Twill;Stretch;CO/EA-170gr;Single;Easy Care 3;PC05;icoon7551U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;STRETCH FINE TWILL;STRETCH;CO/EA-170GR;SINGLE;EASY CARE 3;PC05
SH00040;FR_EAAAAGYqPtVr50ggzXL22o5K5NovClS3t0WdIRJZ5chFLiIh;Stretch Sateen;Stretch;CO/EA-170gr;Single;Easy Care 3;PC05;icoon7551U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;STRETCH SATEEN;STRETCH;CO/EA-170GR;SINGLE;EASY CARE 3;PC05
SH00041;FR_EAAAAOmly9KbedBoNglTKIyJ6to236fGoidk0rSyzu/z3BHF;Stretch Sateen;Stretch;CO/PA/EA-170gr;Single;Easy Care 3;PC05;icoon7551U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;STRETCH SATEEN;STRETCH;CO/PA/EA-170GR;SINGLE;EASY CARE 3;PC05
SH00042;FR_EAAAAOUgP9ZMRT1V3ghSSuL5ZPEzfLxJ/SXGyrPj772T06VV;Stretch Sateen;Stretch;CO/PA/EA-170gr;Single;Easy Care 3;PC05;icoon7551U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;STRETCH SATEEN;STRETCH;CO/PA/EA-170GR;SINGLE;EASY CARE 3;PC05
SH00043;FR_EAAAAKpk+O7d8wmOpvvmBrgDzi8PmDpQbpx/3sOTKlicJVOJ;Stretch Poplin;Stretch;CO/EA-170gr;Single;Easy Care 3;PC05;icoon7551U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;STRETCH POPLIN;STRETCH;CO/EA-170GR;SINGLE;EASY CARE 3;PC05
SH00044;FR_EAAAAEoXjX0STTtLQXrrp7cEOXyzHt2yGcVoNymfbQ6ixkzV;Stretch Poplin;Stretch;CO/EA-170gr;Single;Easy Care 3;PC05;icoon7551U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;STRETCH POPLIN;STRETCH;CO/EA-170GR;SINGLE;EASY CARE 3;PC05
SH00045;FR_EAAAAF0r7R+1kUN88KOULAjlChcYaAjtWB3mEtiDvGTSNp+y;Stretch Poplin;Stretch;CO/EA-170gr;Single;Easy Care 3;PC05;icoon7551U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;STRETCH POPLIN;STRETCH;CO/EA-170GR;SINGLE;EASY CARE 3;PC05
SH00046;FR_EAAAAKMIsIZB/ahGZV7PpPEkprQwvJJTc9n/TrJXePA+g1Ya;Stretch Poplin;Stretch;CO/EA-170gr;Single;Easy Care 3;PC05;icoon7551U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;STRETCH POPLIN;STRETCH;CO/EA-170GR;SINGLE;EASY CARE 3;PC05
SH00047;FR_EAAAAPpOBW+R+zQGrf22pHYagxoW3leJ00vZzZCjdCApLliw;Pin Point;Oxford & Other;CO-200gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;PIN POINT;OXFORD & OTHER;CO-200GR;SINGLE;EASY CARE 3;PC05
SH00048;FR_EAAAAHijpU+TekxrjtGz9N0UgmRL60Ky6HO/G/s/+gVL7BCJ;Pin Point;Oxford & Other;CO-190gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;PIN POINT;OXFORD & OTHER;CO-190GR;SINGLE;EASY CARE 3;PC05
SH00049;FR_EAAAANhVE7Z1fAA7sLdiaaIYYPBq9eTHrarcPPdcvKio3qA0;Pin Point;Oxford & Other;CO-190gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;PIN POINT;OXFORD & OTHER;CO-190GR;SINGLE;EASY CARE 3;PC05
SH00050;FR_EAAAAOuFpc284yTIJYVimuyK8bADIhL0LC8EsKl9gfvU4CG1;Pin Point;Oxford & Other;CO-190gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;PIN POINT;OXFORD & OTHER;CO-190GR;SINGLE;EASY CARE 3;PC05
SH00051;FR_EAAAAIKgJb1JnB0Gh58aaAjggyvNSH7cTx5vI2MXrYv296hs;Pin Point;Oxford & Other;CO-190gr;Single;Easy Care 3;PC05;icoonleeg.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;PIN POINT;OXFORD & OTHER;CO-190GR;SINGLE;EASY CARE 3;PC05
SH00052;FR_EAAAAPAu/kZjXIun4aISMKb3fg8fl1HPcB71YOEUu0cjqrIN;Oxford;Oxford & Other;CO-160gr;Single;Easy Care 4;PC05;icoon2708U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;OXFORD;OXFORD & OTHER;CO-160GR;SINGLE;EASY CARE 4;PC05
SH00053;FR_EAAAALs2ZXlQh54F4xDnTcUcSziofp6FAuJAxs5v4gVtTYyy;Oxford;Oxford & Other;CO-160gr;Single;Easy Care 4;PC05;icoon2708U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;OXFORD;OXFORD & OTHER;CO-160GR;SINGLE;EASY CARE 4;PC05
SH00054;FR_EAAAAMc1U6zyZKd8142kkhQcuJGe9x2ADlwZ7ydh5zMi2HGa;Royal Oxford;Oxford & Other;CO-170gr;Single;Easy Care 4;PC05;icoon2708U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;ROYAL OXFORD;OXFORD & OTHER;CO-170GR;SINGLE;EASY CARE 4;PC05
SH00055;FR_EAAAAKLCgu0v8g2lBUCuTaOJFfDFE10GRb4Up4d37/frPmLB;Royal Oxford;Oxford & Other;CO-160gr;Single;Easy Care 4;PC05;icoon2708U.pdf;icoonleeg.pdf;icoonleeg.pdf;leeg.pdf;ROYAL OXFORD;OXFORD & OTHER;CO-160GR;SINGLE;EASY CARE 4;PC05
